 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 417172  65948  24916 408228    0    0     0     0  106  260  2  1 97  0  0
 0  0 417172  65948  24916 408228    0    0     0     0  117  292  2  0 98  0  0
 0  0 417172  65948  24916 408228    0    0     0     0  138  277  0  0 100  0  0
 0  0 417172  65948  24916 408228    0    0     0     0  390  918  2  1 97  0  0
 0  0 414100  65948  24924 408220 3112    0  3112    84  539 1493 14  5 77  3  0
 0  0 414100  65948  24924 408228    0    0     0     0  257  565  3  1 96  0  0
 0  0 414100  65948  24924 408228    0    0     0     0   92  155  0  0 100  0  0
 1  0 414100  65948  24924 408228    0    0     0     0  112  321  4  1 95  0  0
 4  0 415380  68104  24056 405820   84 1380   240  1408  427 3997 59  9 32  0  0
 1  0 418196  67944  22160 399732   36 2652   104  2652  566 8970 88 12  0  0  0
 1  0 418196  67944  22160 399732   12    0    12     0  475 1450 48  4 48  0  0
 0  0 418196  67944  22160 399732    0    0     0    64  142  306  2  0 98  0  0
 0  0 418196  67944  22160 399732    4    0     4     0  145  431  1  1 98  0  0
