r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 417428  60312  22756 405504    0    0     0     0 2046  920 11 75 14  0  0
 1  0 417428  60312  22756 405512    0    0     0     0 2482  931 11 66 23  0  0
 2  0 417428  60312  22764 405516    0    0     0    12 2612  981  9 69 22  0  0
 1  0 417428  60312  22764 405524    0    0     0     0 2148  794  7 70 23  0  0
 4  0 417428  60312  22764 405528    0    0     0     0 1749  716 10 72 19  0  0
 2  0 417428  60312  22764 405540    0    0     0    24 2754  933  6 51 43  0  0
 1  0 417428  60312  22764 405544    0    0     0     0 2221  819 10 64 25  0  0
 2  0 417428  60312  22772 405548    0    0     0    12 2621  949  8 60 32  0  0
 1  0 417428  60312  22772 405560    0    0     0     0 2538  926 12 58 30  0  0
 4  0 417428  60312  22772 405560    0    0     0     0 2000  773  9 64 28  0  0
 2  0 417428  60312  22772 405572    0    0     0     0 2580  921  9 58 32  0  0
 1  0 417428  60312  22772 405576    0    0     0     0 2849  984  8 53 39  0  0
 1  0 417428  60312  22780 405584    0    0     0    12 2584 1010 10 58 32  0  0
 5  0 417428  60312  22780 405592    0    0     0     0 1951  805 14 70 15  0  0
 1  0 417428  60312  22780 405596    0    0     0     0 2350  871  7 68 25  0  0
 8  0 417428  60312  22780 405604    0    0     0   212 2216  864  7 69 24  0  0
 1  0 417428  60312  22780 405608    0    0     0     0 2536  909  8 62 30  0  0
 1  0 417428  60312  22788 405620    0    0     0    24 2934 1069 16 47 36  1  0
 1  0 417428  60312  22788 405628    0    0     0     0 1394  673  9 81 10  0  0
 1  0 417428  60312  22788 405628    0    0     0     0 2067  742  7 64 29  0  0
 2  0 417428  60312  22788 405640    0    0     0     0 1801  805 12 72 16  0  0
 2  0 417428  60312  22788 405644    0    0     0     0 3040  989 10 48 42  0  0
 6  0 417428  60312  22796 405656    0    0     0    12 2893 1074  8 46 46  0  0
 8  0 417428  60312  22796 405660    0    0     0     0 2046  908 11 73 15  0  0
 0  0 417428  60312  22796 405672    0    0     0     0 2745  881  5 60 35  0  0
15  0 417428  60312  22796 405672    0    0     0     0 1780  763  9 78 13  0  0
 1  0 417428  60312  22796 405688    0    0     0     0 2021  924 15 67 19  0  0
 2  0 417428  60312  22804 405688    0    0     0    12 3112 1038  8 53 39  0  0
 1  0 417428  60312  22804 405700    0    0     0     0 1507  776 10 81  9  0  0
 2  0 417428  60312  22804 405704    0    0     0     0 2378  902  9 63 29  0  0
 1  0 417428  60312  22804 405716    0    0     0     0 2990  994  8 50 42  0  0
 1  0 417428  60312  22804 405724    0    0     0     0 2801 1031  9 51 41  0  0
 1  0 417428  60312  22812 405720    0    0     0    12 2956  922  6 49 45  0  0
 0  0 417428  60312  22812 405740    0    0     0     0 1578  744  8 79 12  0  0
 9  0 417428  60312  22812 405744    0    0     0     0 2721  963  9 59 32  0  0
 1  0 417428  60312  22812 405752    0    0     0     0 2452  907  9 63 28  0  0
 1  0 417428  60312  22812 405756    0    0     0     0 1447  711 14 74 12  0  0
 0  0 417428  60312  22820 405768    0    0     0    12 2183  890  8 67 25  0  0
 5  0 417428  60312  22820 405772    0    0     0     0 1928  754  7 63 30  0  0
 0  0 417428  60312  22820 405776    0    0     0     0 2567  850  7 54 39  0  0
 7  0 417428  60312  22820 405784    0    0     0     0 2432  870 12 55 32  0  0
 1  0 417428  60312  22820 405788    0    0     0     0 3000 1034 12 50 38  0  0
 5  0 417428  60312  22828 405800    0    0     0    12 2670 1064 11 64 26  0  0
 3  0 417428  60312  22828 405808    0    0     0     0 2718 1052 12 55 32  0  0
 2  0 417428  60312  22828 405812    0    0     0     0 2556 1019 11 63 25  0  0
10  0 417428  60312  22828 405824    0    0     0   244 2877  971 11 60 29  0  0
 3  0 417428  60312  22828 405836    0    0     0     0 1771  755 11 70 20  0  0
 2  0 417428  60312  22836 405840    0    0     0    24 2847 1021 10 57 33  0  0
 1  0 417428  60312  22836 405848    0    0     0     0 2173  827  8 67 25  0  0
 1  0 417428  60312  22836 405848    0    0     0     0 3117 1031  8 54 38  0  0
 5  0 417428  60312  22836 405860    0    0     0     0 2065  771 11 68 21  0  0
 6  0 417428  60312  22836 405864    0    0     0     0 2341  852 11 61 28  0  0
 4  0 417428  60312  22844 405872    0    0     0    12 2684  954  9 57 34  0  0
 2  0 417428  60312  22844 405880    0    0     0     0 2784  985  8 49 42  0  0
 1  0 417428  60312  22844 405884    0    0     0     0 2657  941  7 61 32  0  0
 0  0 417428  60312  22844 405896    0    0     0     0 2781  936 10 52 37  0  0
 1  0 417428  60312  22844 405896    0    0     0     0 2939  972  9 58 33  0  0
16  0 417428  60312  22852 405904    0    0     0    12 2400  840 10 65 25  0  0
 3  0 417428  60312  22852 405908    0    0     0     0 3125  967 10 46 43  0  0
 2  0 417428  60312  22852 405916    0    0     0     0 3094  939 10 47 43  0  0
 1  0 417428  60312  22852 405924    0    0     0     0 1515  684  8 79 13  0  0
15  0 417428  60312  22852 405928    0    0     0     0 1453 1006 23 68  9  0  0
 1  0 417428  60312  22860 405932    0    0     0    12 1199  602 13 79  8  0  0
 0  0 417428  60312  22860 405932    0    0     0     0  608  713 16 18 66  0  0
 0  0 417428  60312  22860 405916    0    0     0     0  431  732  6  3 90  0  0
 0  0 417428  60312  22860 405916    0    0     0     0  384  697  7  0 93  0  0
 1  0 417428  60312  22860 405916    0    0     0     0  391  704  9  1 90  0  0
 0  0 417428  60312  22860 405916    0    0     0     0  370  623  3  1 96  0  0
 0  0 417428  60312  22868 405908    0    0     0    12  360  588  2  0 97  1  0
 0  0 417428  60312  22868 405916    0    0     0     0  317  477  2  0 98  0  0
 0  0 417428  60312  22868 405916    0    0     0     0  218  383  1  0 99  0  0
 1  0 417172  60312  22868 405920   64    0    64     0  348 1459 37  2 61  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   99  177  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   75  131  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   78  138  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   85  141  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0   108  111  311  4  0 96  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   79  141  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   80  140  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   74  132  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   82  142  0  0 100  0  0
 0  0 417172  60312  22868 405920    0    0     0     0   64  119  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0    24  102  166  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0  105  177  1  0 99  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   85  143  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   70  128  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0  106  182  3  0 97  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   84  144  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   91  143  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   70  123  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   80  139  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   74  124  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   93  163  0  1 99  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   73  118  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   87  136  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   80  129  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   96  139  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   80  136  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   74  135  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   69  129  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   75  135  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   73  123  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   89  155  0  0 100  0  0
 0  0 417172  60312  22876 405920    0    0     0     0   85  130  0  0 100  0  0
